id,naver_place_id,name,category,address,lat,lng,review_count,voted_total,voter_count
2145,1238274157,아피시온,바(BAR),잔다리로 30-32 2층,37.5519504,126.9201011,80,334,55
2146,1170338169,만만코코로 홍대점,요리주점,"양화로16길 34 2층, 3층",37.5528993,126.9212988,265,310,133
2147,1581446703,쇼츠,요리주점,홍익로5길 25 3층,37.5537742,126.9210701,159,718,156
2148,1788369687,우주 후카바 홍대점,바(BAR),잔다리로6길 20-8 더스톤 2층,37.5518677,126.9203298,91,363,86
2149,1420270847,너랑나랑호프,"맥주,호프",월드컵로 61 삼미빌딩 1층,37.5547156,126.911042,671,760,336
2150,1878921414,한합 합정,요리주점,동교로 108 1층,37.5545185,126.9140618,437,2000,415
2151,1674109056,비늘,바(BAR),잔다리로6길 17,37.5522433,126.920119,30,83,17
2152,1049125211,이빠네마그릴 홍대점,"스테이크,립",홍익로 7 지하1층,37.5532461,126.9235073,1573,5030,1278
2153,1207721992,행복은간장밥 홍대점,한식,홍익로 10 서교 푸르지오 상가 1층 116호 행복은간장밥,37.553449,126.9238502,814,2034,592
2154,31202900,다락투,닭요리,와우산로21길 4-3,37.552753,126.9235486,688,1130,343
2155,37413985,이삭토스트 홍대점,토스트,와우산로 93,37.5527655,126.92398,1468,1972,687
2156,1320000164,홍대물갈비 홍대본점,"육류,고기요리",홍익로 3-30 1층,37.5529314,126.9229931,2772,11259,2496
2157,1587222035,현우동 홍대,"우동,소바",와우산로21길 28-8 1층,37.5526569,126.9224228,233,736,217
2158,1889129222,손오공마라탕 서교점,중식당,잔다리로6길 23 2층,37.5523061,126.9203572,4397,14031,2756
2159,13454916,교촌치킨 홍대점,"치킨,닭강정",양화로16길 6,37.5536452,126.9201492,943,693,351
2160,1108669514,제일곱창 홍대직영점,"곱창,막창,양",와우산로21길 28-7 1층,37.5526934,126.9222722,1275,5176,1151
2161,1345745893,해피베어데이 합정 본점,"카페,디저트",양화로12길 16-6 1층,37.5516905,126.9181793,1588,4472,1357
2162,32051064,향미,한식,홍익로 3-24,37.552915,126.923348,185,306,96
2163,37812777,서교동 진향,중식당,월드컵북로1길 62 1층,37.5536618,126.9183578,192,521,134
2164,1162120184,써브웨이 홍익대점,샌드위치,홍익로 3 1층,37.5530084,126.9238986,104,219,67
2165,2058221373,콥,"카페,디저트",연남로 10 3층,37.5607205,126.9233837,12,51,12
2166,1664294602,라헬의부엌 연남본점,"카페,디저트",동교로38길 5 1층,37.5618258,126.9246043,2751,9693,2691
